mmsi
357988000
351109000
525019527
525019417
636092784
470552000
470143000
636018553
538090658
525013005
305741000
255806484
255806505
255806525
441230000
636021830
710004636
210601000
249797000
235093619
416481000
416475000
235093569
235093618
373721000
566794000
566853000
566673000
566732000
566118000
416016000
566797000
566879000
566950000
338485000
566760000
229819000
441670000
373126000
566952000
566953000
566956000
566957000
566958000
566959000
566704000
566705000
413554810
413360210
413360220
538005224
538005057
538005112
710000596
710000675
710000646
710074011
416482000
566949000
235098885
563982000
416495000
352135000
356407000
235102678
235102677
566970000
229620000
255915617
255915616
229625000
229626000
636023421
431472000
431350000
353592000
566642000
477190600
477250600
477274900
352853000
373598000
636017537
352952000
566730000
566828000
566886000
566942000
636093333
636093334
636015465
605136720
566409000
566410000
566483000
566482000
255806233
636024967
247486600
636022708
636024985
255806037
255806105
255806170
247487700
538011225
255806169
255806034
255806039
563165200
563004500
563004400
563004600
574006250
636092678
636092680
636021229
636021234
563280700
563280600
229820000
636020782
229753000
256214000
256208000
255915948
574001630
255806099
209140000
209425000
215558000
566318000
566407000
566319000
636015131
538010770
235082896
235084298
636018385
636018571
413380220
636018572
636015664
563033000
477454900
636015980
219018501
212724000
563172200
563155100
212289000
229541000
636019582
636093335
563991000
477134100
566941000
563152300
477222700
219578000
636019507
477203100
477182200
636025440
710006767
354060000
219668000
258005000
256871000
563265000
563272500
373271000
229458000
636025439
563289300
212433000
219019139
636025441
219018271
219018986
636093355
219101000
636015806
636016126
566981000
563152200
710000872
249172000
229452000
235102681
477220100
441805000
255806434
563152500
564345000
563308300
563267000
219100000
636015666
563235100
229572000
563287200
477293100
212283000
235102679
431332000
563143000
255805572
636015876
229657000
255805956
229649000
477314100
351977000
219102000
563130100
229584000
235110737
477220200
710006725
563279100
636016185
566858000
351664000
219019094
636015665
219107000
416497000
441252000
710074009
636016231
431225000
229548000
441502000
636024569
477182300
219019365
636016321
218566000
477293200
477001100
636092879
219018864
477767500
636093332
416498000
219018765
229338000
218791000
636022873
210663000
477832400
636093356
563287300
235098383
416509000
636015950
563285500
219096000
636016177
636016003
477832500
229467000
563172300
219095000
636016125
229648000
219018692
710006782
229598000
636092878
563295400
477767600
636015481
255805573
566908000
441486000
441754000
440009000
440176000
441981000
636016038
636021013
538004912
538004911
229877000
256490000
441875000
441872000
305977000
255806115
255806091
229993000
229949000
374658000
372723000
353365000
352358000
477219400
477242600
229550000
229474000
566894000
566864000
563322900
566773000
636093365
636093364
563101600
