mmsi,imo,vessel_name,year_of_build,flag,dwt,teu_capacity,draft,loa,lbp,breadth_extreme,breadth_moulded,vessel_type
257226400,5215454,Carnival,1933.0,NOR,,,2.0,32.0,,6.1,6.04,roll on roll off with container capacity
525016148,9274721,Alfa Trans Satu,2002.0,IDN,1933.0,86.0,3.9,60.2,56.6,14.88,14.88,general cargo with container capacity
,7105574,Jin Cheng Jiang,1971.0,CHN,14865.0,206.0,9.08,145.0,138.0,22.13,22.13,general cargo with container capacity
271000724,9275854,Ibrahim Karabekir,2004.0,TUR,6379.0,404.0,7.25,94.72,84.96,17.0,17.0,general cargo with container capacity
354972000,9275971,MSC Marina,2003.0,PAN,85806.0,6750.0,15.84,303.92,292.0,42.5,40.0,fully cellular containership
273215770,9482926,SV.Nikolay,2009.0,RUS,7152.0,262.0,5.0,139.27,131.66,16.2,16.2,general cargo with container capacity
563137700,9272981,Kota Handal,2003.0,SGP,18855.0,1080.0,9.22,159.53,150.0,25.0,25.0,fully cellular containership
355033000,9276406,HF Spirit,2002.0,PAN,18002.0,1032.0,9.07,161.85,150.0,25.6,25.6,fully cellular containership
445367000,8510130,Myong Sin 1,1985.0,PRK,1599.0,30.0,4.27,72.83,68.03,11.82,11.82,general cargo with container capacity
,8608406,Merbau Carrier,1986.0,SGP,550.0,,,46.0,,13.01,,roll on roll off with container capacity
434111300,8866395,Saparmurat Niyazov,1992.0,TKM,3152.0,102.0,4.0,116.0,111.2,13.0,13.0,general cargo with container capacity
,7320019,Chang Xing Hai,1974.0,CHN,5555.0,122.0,7.06,100.0,92.31,14.99,14.99,general cargo with container capacity
,9104316,Dena,1994.0,UNK,1500.0,64.0,3.82,81.55,74.5,12.5,12.5,general cargo with container capacity
255805551,9290165,Victoria,2004.0,PMD,22506.0,1882.0,10.86,178.57,167.5,27.6,27.6,fully cellular containership
477206300,9290177,ASL Nanjing,2004.0,HKG,22513.0,1882.0,10.86,178.57,167.1,27.6,27.6,fully cellular containership
,7431703,Joy Al,1975.0,UNK,4106.0,234.0,6.26,93.5,84.13,14.5,14.48,general cargo with container capacity
470227000,8965646,MRWD,1999.0,ARE,620.0,,1.4,183.0,47.33,11.0,11.0,roll on roll off with container capacity
209075000,9277278,Nina,2003.0,CYP,5751.0,223.0,6.04,104.55,99.78,,13.6,general cargo with container capacity
636092314,9277292,Industrial Ruby,2005.0,LBR,10539.0,860.0,7.96,134.55,125.6,22.0,21.5,general cargo with container capacity
636092311,9277280,Ocean7 Ranger,2005.0,LBR,10509.0,860.0,7.96,134.53,125.6,21.5,21.5,general cargo with container capacity
255805981,9277307,Julie,2003.0,PMD,7890.0,375.0,7.05,118.55,111.85,,15.2,general cargo with container capacity
210681000,9277319,Jamtland,2003.0,CYP,7755.0,375.0,7.03,119.98,113.35,15.43,15.2,general cargo with container capacity
255806290,9277321,Smaland,2004.0,PMD,7707.0,390.0,7.05,119.98,113.65,15.19,15.19,general cargo with container capacity
304616000,9277333,Alto,2004.0,ATG,7701.0,390.0,7.03,119.98,113.65,,15.2,general cargo with container capacity
209314000,9277345,Jutland,2004.0,CYP,7870.0,767.0,7.03,119.98,113.65,15.2,15.2,general cargo with container capacity
244198000,9277383,Tina,2003.0,NLD,8634.0,822.0,7.47,137.5,126.0,21.3,21.3,fully cellular containership
255784000,9277395,Candelaria B,2003.0,PRT,8627.0,822.0,7.47,137.5,126.0,21.3,21.3,fully cellular containership
255806008,9277400,Macarena B,2003.0,PMD,8635.0,822.0,9.36,137.5,126.0,22.5,21.3,fully cellular containership
273210520,9277412,FESCO Moneron,2003.0,RUS,8695.0,822.0,7.48,137.5,126.0,22.5,21.71,fully cellular containership
636012252,9278088,YM Wealth,2004.0,LBR,68615.0,5551.0,12.0,274.7,263.0,40.03,40.0,fully cellular containership
636012253,9278090,YM Fountain,2004.0,LBR,68615.0,5551.0,12.0,274.75,263.0,40.03,40.0,fully cellular containership
,9004695,STB 35,1990.0,IDN,1550.0,42.0,3.79,74.52,70.01,12.51,12.51,general cargo with container capacity
525006386,9031844,Hokky VIII,1991.0,IDN,1600.0,54.0,5.2,75.0,70.0,11.7,11.7,general cargo with container capacity
,8514124,Zhe Zhou 8,1986.0,SLE,1577.0,150.0,3.7,78.0,72.4,13.6,13.6,general cargo with container capacity
357067000,9278143,MSC Eleni,2004.0,PAN,68254.0,5059.0,13.5,294.05,283.0,32.2,32.2,fully cellular containership
352948000,9278155,MSC Nerissa V,2004.0,PAN,68178.0,5050.0,13.5,294.05,283.0,32.2,32.2,fully cellular containership
636013644,9278105,Tongala,2004.0,LBR,50829.0,4253.0,11.0,260.0,244.8,32.25,32.25,fully cellular containership
636013437,9278117,Derby D.,2004.0,LBR,50814.0,4253.0,11.0,260.0,244.8,32.29,32.25,fully cellular containership
245497000,9278337,Eems Dollard,2004.0,NLD,3816.0,188.0,5.4,88.78,84.99,,12.5,general cargo with container capacity
305943000,9278349,GT Cetus,2004.0,ATG,3814.0,193.0,5.42,88.6,84.99,,12.5,general cargo with container capacity
352002088,9266102,SOL Resilience,2003.0,PAN,22077.0,1620.0,9.52,171.99,160.0,28.0,27.6,fully cellular containership
405000384,9266114,HR Balu,2003.0,BGD,22078.0,1620.0,8.5,171.99,160.0,28.0,27.6,fully cellular containership
630001240,9266126,Boson,2003.0,GNB,22078.0,1620.0,8.5,171.99,160.0,28.0,27.6,fully cellular containership
,8989836,Harbour United,2002.0,UNK,1952.0,,3.2,63.8,60.5,16.2,16.2,fully cellular containership
354202000,9281267,MSC Ornella,2004.0,PAN,68372.0,4900.0,13.5,294.05,288.0,32.2,32.2,fully cellular containership
353968000,9281279,MSC Lisa,2004.0,PAN,68578.0,5059.0,13.5,294.1,288.0,32.2,32.2,fully cellular containership
413060000,9270440,Xin Pu Dong,2003.0,CHN,69303.0,5668.0,14.0,279.9,265.8,40.3,40.3,fully cellular containership
413054000,9270452,Xin Qing Dao,2003.0,CHN,69423.0,5668.0,14.0,279.99,265.8,40.3,40.0,fully cellular containership
413057000,9270464,Xin Ning Bo,2003.0,CHN,69323.0,5668.0,14.0,279.9,265.8,40.3,40.3,fully cellular containership
413065000,9270476,Xin Xia Men,2004.0,CHN,69259.0,5668.0,14.0,279.6,265.79,,40.29,fully cellular containership
352002186,9276341,Yasar,2003.0,PAN,8496.0,707.0,7.36,133.58,126.8,19.4,19.4,fully cellular containership
273385970,9278600,Barents,2003.0,RUS,4303.0,274.0,5.74,98.86,92.5,13.8,13.8,general cargo with container capacity
563137500,9278909,Kota Hening,2003.0,SGP,18871.0,1080.0,9.22,159.53,150.0,25.0,25.0,fully cellular containership
355502000,9278985,SOL Prime,2002.0,PAN,18067.0,1032.0,9.04,161.85,150.0,25.6,25.6,fully cellular containership
574260000,9279214,Biendong Mariner,2004.0,VNM,12474.0,1016.0,8.26,149.5,140.14,22.29,22.29,fully cellular containership
352002416,9283552,Phu Thanh,2003.0,PAN,12738.0,310.0,7.7,136.4,126.0,,22.0,general cargo with container capacity
244613000,9279006,Susanne,2003.0,NLD,3702.0,132.0,5.34,82.5,74.4,12.6,12.5,general cargo with container capacity
246218000,9279018,Sparborg,2004.0,NLD,3650.0,132.0,4.85,82.5,80.7,12.5,12.5,general cargo with container capacity
257211000,9279020,Ingrid B,2005.0,NIS,3680.0,132.0,5.34,82.5,80.7,12.5,12.5,general cargo with container capacity
244482000,9279032,Marietje Hester,2005.0,NLD,3700.0,132.0,5.45,82.5,80.84,12.52,12.5,general cargo with container capacity
246395000,9279056,Vlierborg,2005.0,NLD,3700.0,132.0,5.45,82.5,80.84,12.52,12.5,general cargo with container capacity
246499000,9279068,Lindeborg,2005.0,NLD,3700.0,132.0,5.45,82.5,80.84,,12.5,general cargo with container capacity
246924000,9279070,Laurierborg,2006.0,NLD,3562.0,132.0,5.25,82.5,80.7,12.58,12.58,general cargo with container capacity
,7361491,Luna-S,1974.0,TZA,1530.0,100.0,4.17,82.13,72.01,12.96,12.8,general cargo with container capacity
273396150,9279422,Kapitan Kokovin,2004.0,RUS,3480.0,118.0,5.3,82.5,79.4,,12.6,general cargo with container capacity
273395150,9279434,Kapitan Sakharov,2004.0,RUS,3481.0,136.0,5.3,82.5,79.4,12.6,12.6,general cargo with container capacity
305967000,9279408,Kreete,2003.0,ATG,3481.0,136.0,5.83,82.5,79.54,12.6,12.5,general cargo with container capacity
371063000,7214026,Asian Queen 1,1972.0,PAN,2906.0,90.0,5.49,81.01,73.51,13.26,13.26,general cargo with container capacity
,7224679,Mahasen,1972.0,LKA,2906.0,100.0,5.49,81.0,73.51,13.42,13.42,general cargo with container capacity
574280000,9279226,Biendong Navigator,2005.0,VNM,12400.0,1016.0,8.25,149.7,140.14,22.6,22.3,fully cellular containership
,7312543,Marga Jaya,1985.0,IDN,2906.0,72.0,5.49,81.0,73.5,13.21,13.21,general cargo with container capacity
,7349998,Prasetia,1973.0,IDN,2906.0,72.0,5.5,81.0,73.5,13.26,13.26,general cargo with container capacity
,7362017,Union Star 28,1974.0,IDN,4114.0,137.0,6.06,91.0,83.45,14.3,14.2,fully cellular containership
563050100,9273923,Maersk Cap Carmel,2003.0,SGP,33890.0,2524.0,11.4,208.28,195.0,30.0,29.8,fully cellular containership
352986169,9273947,Spil Niken,2003.0,PAN,33879.0,2532.0,11.42,208.31,195.0,29.8,29.8,fully cellular containership
352980780,9273959,SPIL Ningsih,2003.0,PAN,33836.0,2532.0,11.42,208.3,195.0,29.8,29.8,fully cellular containership
563051900,9273961,Alianca Manaus,2004.0,SGP,34134.0,2526.0,11.4,208.27,197.19,29.8,29.8,fully cellular containership
636021360,9267156,Tina I,2004.0,LBR,79830.0,5500.0,15.35,278.94,262.0,40.1,40.0,fully cellular containership
414333000,9280809,Ren Jian 19,2004.0,CHN,55495.0,2510.0,10.8,260.88,248.7,32.25,32.2,fully cellular containership
636020483,9280811,Stamatis B,2004.0,LBR,55497.0,4132.0,13.0,260.87,248.7,32.25,32.25,fully cellular containership
636016204,9280861,MSC Pratiti,2004.0,LBR,66597.0,5144.0,13.5,294.1,283.2,32.2,32.2,fully cellular containership
255915786,9280598,Panda 007,2004.0,PMD,73259.0,5770.0,24.3,277.28,260.06,40.0,40.0,fully cellular containership
229488000,9280603,CMA CGM Chopin,2004.0,MLT,73266.0,5770.0,14.5,277.28,260.06,40.0,40.0,fully cellular containership
215878000,9280615,CMA CGM Mozart,2004.0,MLT,73272.0,5770.0,14.5,277.28,260.06,40.0,40.0,fully cellular containership
229489000,9280627,CMA CGM Puccini,2004.0,MLT,73446.0,5782.0,14.5,277.28,260.06,40.0,40.0,fully cellular containership
215880000,9280639,CMA CGM Rossini,2004.0,MLT,73252.0,5782.0,14.5,277.28,260.06,40.0,40.0,fully cellular containership
636015685,9280641,GSL Christel Elisabeth,2004.0,LBR,73235.0,5782.0,14.5,277.28,260.06,40.0,40.0,fully cellular containership
636015686,9280653,GSL Vinia,2004.0,LBR,73260.0,5782.0,14.5,277.28,260.06,40.0,40.0,fully cellular containership
354064000,9280718,Frederikke,2004.0,PAN,3486.0,167.0,5.55,86.54,81.0,,12.8,general cargo with container capacity
314771000,9280691,MY Rhapsody,2006.0,BRB,3810.0,167.0,5.5,87.9,82.1,12.9,12.8,general cargo with container capacity
205050000,9280689,Marant,1996.0,BEL,3801.0,176.0,5.5,87.98,81.0,12.9,12.8,general cargo with container capacity
255806439,9280677,Maintal,2006.0,PMD,3704.0,176.0,5.5,87.83,81.0,12.9,12.8,general cargo with container capacity
441127000,9281358,TY Incheon,2004.0,KOR,10676.0,746.0,7.99,133.0,121.56,20.03,20.0,fully cellular containership
477957600,9281346,Dong Fang Xiamen,2003.0,HKG,10683.0,756.0,7.88,133.0,121.56,20.03,20.0,fully cellular containership
,9042922,Karunia Sejahtera,1992.0,IDN,1326.0,120.0,3.35,72.0,70.0,12.7,12.7,general cargo with container capacity
548384500,9016301,Seaborne Cargo8,1991.0,PHL,1365.0,80.0,3.85,85.0,80.02,14.03,14.01,fully cellular containership
218805000,9265665,Millerntor,2003.0,DEU,4352.0,216.0,5.31,89.98,84.98,15.2,15.2,general cargo with container capacity
,8967929,Menumbar V,1995.0,IDN,,,2.36,39.0,37.0,9.0,9.0,roll on roll off with container capacity
,8967917,Menumbar III,1997.0,IDN,300.0,,1.99,33.0,33.0,8.15,8.0,roll on roll off with container capacity
338846000,9147320,Leroy A. Mendonca,2001.0,USA,34539.0,,11.28,289.23,269.32,32.26,32.23,roll on roll off with container capacity
563186600,9288394,PL Germany,2003.0,SGP,67009.0,5888.0,14.02,280.54,262.0,40.1,40.0,fully cellular containership
255980000,9288409,MSC Yamuna VI,2004.0,PRT,67009.0,5928.0,14.02,280.54,262.0,40.0,40.0,fully cellular containership
353934000,9282259,MSC Ela,2004.0,PAN,68307.0,5059.0,13.5,294.05,283.0,32.2,32.2,fully cellular containership
353873000,9282261,MSC Ans,2004.0,PAN,68599.0,4900.0,13.5,294.05,283.0,32.2,32.2,fully cellular containership
636091130,9283693,AS Palina,2004.0,LBR,34567.0,2550.0,11.5,210.07,200.55,30.2,30.2,fully cellular containership
636023724,9283708,MSC Hanisha III,2004.0,LBR,37965.0,2556.0,11.5,210.06,199.0,30.2,30.2,fully cellular containership
441902000,9274202,KMTC Shanghai,2004.0,KOR,28500.0,1860.0,11.37,187.29,174.9,27.6,27.6,fully cellular containership
419001483,9282273,TCI Anand,2004.0,IND,28473.0,1860.0,11.37,187.29,174.9,27.6,27.6,fully cellular containership
574222000,9282077,Trang An 05,2002.0,VNM,12669.0,310.0,7.72,136.4,126.0,,22.02,general cargo with container capacity
275519000,9281786,Nordland,2003.0,LVA,4525.0,262.0,5.74,98.86,92.5,13.8,13.8,general cargo with container capacity
354415000,9279965,MSC Fabienne,2004.0,PAN,71363.0,4900.0,13.55,294.16,283.2,32.2,32.2,fully cellular containership
357405000,9279977,MSC Poh Lin,2004.0,PAN,71362.0,4900.0,13.55,294.17,283.2,32.2,32.2,fully cellular containership
352983000,9279989,MSC Stella,2004.0,PAN,85680.0,6402.0,15.84,303.92,292.0,40.0,40.0,fully cellular containership
374130000,9280122,Gundem Serra,2004.0,PAN,6029.0,404.0,6.91,94.72,84.95,,17.0,general cargo with container capacity
273395750,9282089,Donmaster Spirit,2002.0,RUS,4294.0,122.0,5.07,119.3,91.0,13.6,13.6,general cargo with container capacity
,7347029,Ternate Jaya,1973.0,IDN,2666.0,64.0,5.7,67.0,65.6,12.98,12.98,general cargo with container capacity
352003702,9285354,Linden,2004.0,PAN,37821.0,1153.0,10.85,178.1,174.6,28.6,28.6,general cargo with container capacity
566415000,9289180,Maersk Namibia,2004.0,SGP,28936.0,2096.0,10.0,195.0,183.72,32.2,32.2,fully cellular containership
369248000,9289192,Maersk Yorktown,2004.0,USA,28936.0,2096.0,10.0,195.0,183.72,32.2,32.2,fully cellular containership
369096000,9289207,Maersk Saratoga,2004.0,USA,28936.0,2096.0,10.0,195.0,183.72,,32.2,fully cellular containership
304408000,9286712,Luca,2004.0,ATG,4815.0,273.0,6.02,100.71,95.39,,15.2,general cargo with container capacity
636023722,9286774,MSC Lucia III,2004.0,LBR,34287.0,2556.0,11.5,210.07,199.0,,30.2,fully cellular containership
255806064,9286786,AS Petronia,2004.0,PMD,34315.0,2550.0,11.5,210.07,199.0,,30.2,fully cellular containership
210644000,9286231,MSC Everest VIII,2004.0,CYP,101662.0,8238.0,14.5,334.07,320.99,43.0,42.8,fully cellular containership
636092927,9286243,Conti Makalu,2004.0,LBR,101898.0,8238.0,14.5,334.07,319.0,42.8,42.8,fully cellular containership
636092883,9286255,Conti Annapurna,2004.0,LBR,101906.0,8238.0,14.5,334.07,319.0,42.8,42.8,fully cellular containership
255803760,9286267,MSC Greenwich,2004.0,PRT,101847.0,8238.0,14.52,334.07,320.91,43.0,42.8,fully cellular containership
636019342,9285677,GSL Eleni,2004.0,LBR,99066.0,7488.0,15.0,299.97,286.0,42.8,42.8,fully cellular containership
636019493,9285653,GSL Grania,2004.0,LBR,99066.0,7488.0,15.0,299.97,286.0,43.0,42.8,fully cellular containership
636019536,9285689,GSL Kalliopi,2004.0,LBR,99066.0,7488.0,15.0,299.97,286.0,43.0,42.8,fully cellular containership
636020499,9285691,MSC Vancouver,2004.0,LBR,93638.0,7488.0,15.69,300.06,286.0,43.0,42.8,fully cellular containership
636020498,9285665,MSC Yokohama,2004.0,LBR,93659.0,7488.0,15.69,299.99,286.0,43.0,42.8,fully cellular containership
273389360,9282091,Donmaster Pride,2002.0,RUS,4294.0,122.0,4.89,126.0,93.5,13.6,13.6,general cargo with container capacity
,6821597,Lizie J.,1968.0,GRD,710.0,24.0,3.5,49.0,,8.4,,general cargo with container capacity
373579000,9289051,MSC Giannina II,2004.0,PAN,23679.0,1736.0,10.91,175.0,165.0,27.42,27.39,fully cellular containership
419001386,9295206,Varada,2004.0,IND,55490.0,5010.0,13.02,260.88,248.7,32.2,32.2,fully cellular containership
314880000,9297096,Ocean Mary,2003.0,BRB,7455.0,614.0,7.59,119.79,113.5,20.2,20.2,general cargo with container capacity
563051200,9283186,Maersk Monte Linzor,2004.0,SGP,83557.0,4000.0,11.5,272.0,259.0,40.0,40.0,fully cellular containership
563052500,9283198,Maersk Monte Olivia,2004.0,SGP,83556.0,4000.0,13.2,272.0,259.0,40.0,40.0,fully cellular containership
563051300,9283203,Maersk Monte Pascoal,2005.0,SGP,71475.0,4000.0,13.2,272.0,259.0,40.0,40.0,fully cellular containership
563051400,9283215,Maersk Monte Rosa,2005.0,SGP,71297.0,4000.0,13.2,272.0,259.0,40.0,40.0,fully cellular containership
563050600,9283227,Maersk Monte Alto,2005.0,SGP,71438.0,4000.0,13.2,272.0,259.0,40.0,40.0,fully cellular containership
563051800,9283239,Maersk Monte Verde,2005.0,SGP,71416.0,4000.0,13.2,272.0,259.0,40.0,40.0,fully cellular containership
255805627,9287687,Santuca B,2003.0,PMD,8645.0,822.0,7.47,137.5,126.0,22.5,21.3,fully cellular containership
273452980,9287699,FESCO Magadan,2003.0,RUS,8732.0,822.0,7.47,137.5,126.0,,21.3,fully cellular containership
255915596,9287704,RS Lisa,2003.0,PRT,8707.0,822.0,7.47,137.5,126.0,22.5,21.3,fully cellular containership
246191000,9287716,Fenja,2003.0,NLD,8709.0,868.0,7.47,137.5,126.0,21.54,21.3,fully cellular containership
636019515,9282168,Amu Jameel,2004.0,LBR,12930.0,1076.0,8.31,146.47,139.0,22.7,22.7,general cargo with container capacity
314754000,9282170,RMS Team,2004.0,BRB,12968.0,1102.0,8.31,146.39,139.0,22.7,22.7,fully cellular containership
212175000,9285988,Europe,2004.0,CYP,107820.0,9168.0,14.5,334.0,319.0,42.93,42.8,fully cellular containership
209550000,9285990,America,2004.0,CYP,107748.0,9168.0,14.5,334.0,319.0,43.0,42.8,fully cellular containership
563280800,9286009,Seaspan Oceania,2004.0,SGP,101810.0,8500.0,14.5,334.0,319.0,43.0,42.8,fully cellular containership
563278400,9286011,CSCL Africa,2005.0,SGP,101749.0,8500.0,14.5,334.0,319.0,43.0,42.8,fully cellular containership
305773000,9287807,Vohburg,2005.0,ATG,9296.0,803.0,7.33,140.68,130.0,22.0,21.8,fully cellular containership
374582000,9287443,Pensilvania,2005.0,PAN,7800.0,390.0,7.0,118.55,110.73,,15.2,general cargo with container capacity
255806327,9287792,WEC Van Ruysdael,2004.0,PMD,9322.0,803.0,7.33,140.56,130.0,22.0,21.8,fully cellular containership
257540000,9287766,Wilson Perth,2004.0,NIS,4868.0,138.0,6.1,89.99,84.99,14.0,14.0,general cargo with container capacity
244584000,9288045,Statengracht,2004.0,NLD,21324.0,1127.0,10.6,172.0,160.29,25.3,25.3,general cargo with container capacity
246100000,9288057,Suomigracht,2004.0,NLD,23660.0,1134.0,10.59,185.4,173.5,25.7,25.3,general cargo with container capacity
246293000,9288069,Saimaagracht,2005.0,NLD,23660.0,1134.0,10.59,185.4,173.5,25.7,25.3,general cargo with container capacity
246396000,9288071,Sampogracht,2005.0,NLD,23741.0,1134.0,10.59,185.4,173.5,25.7,25.3,general cargo with container capacity
368305000,9273674,Manulani,2005.0,USA,38261.0,2600.0,11.0,217.0,200.24,32.2,32.2,fully cellular containership
303584000,9273686,Maunalei,2006.0,USA,33989.0,2781.0,11.4,207.4,195.4,32.2,29.8,fully cellular containership
271000742,9286449,MSC Hoggar,2004.0,TUR,11643.0,858.0,8.2,137.42,124.89,20.8,20.8,fully cellular containership
511100834,9286815,Briza,2003.0,PLW,6917.0,258.0,7.06,106.6,99.9,16.8,16.8,general cargo with container capacity
257391000,7102259,Bjugnholm,1971.0,NOR,569.0,26.0,3.44,57.4,51.7,10.11,10.1,general cargo with container capacity
352001367,9289544,MSC Barbados,2005.0,PAN,66939.0,5075.0,13.65,294.1,283.2,32.2,32.2,fully cellular containership
636016853,9289556,MSC Manhattan V,2005.0,LBR,66633.0,5018.0,13.65,294.17,283.2,32.2,32.2,fully cellular containership
371020000,9280225,Mustafa Harmanda,2003.0,PAN,3470.0,90.0,5.78,86.99,79.49,13.5,13.5,general cargo with container capacity
305799000,9290048,Ayita,2004.0,ATG,10385.0,679.0,7.35,145.63,138.82,26.0,18.25,general cargo with container capacity
304587000,9290074,Onego EMS,2004.0,ATG,10683.0,679.0,7.35,145.63,139.38,18.3,18.25,general cargo with container capacity
229955000,9290098,CMA CGM Seattle,2005.0,MLT,51850.0,4253.0,12.62,260.1,244.8,32.3,32.25,fully cellular containership
477020200,9290103,Seaspan Sydney,2005.0,HKG,50869.0,4253.0,12.63,260.1,244.8,32.35,32.25,fully cellular containership
563191300,9290115,One Atlas,2005.0,SGP,50500.0,4253.0,12.63,260.1,244.8,32.35,32.2,fully cellular containership
538010029,9290127,Emmanuel P,2005.0,MHL,50500.0,4253.0,12.6,260.1,244.8,32.3,32.25,fully cellular containership
477070800,9290139,Seaspan Brisbane,2005.0,HKG,50500.0,4253.0,12.6,260.1,244.8,32.3,32.2,fully cellular containership
209729000,9274264,Progreso,2005.0,CYP,4712.0,366.0,5.92,99.62,91.45,16.9,16.9,general cargo with container capacity
525006127,9285457,Johan Fortune,2005.0,IDN,4703.0,366.0,5.91,99.68,92.25,16.9,16.9,general cargo with container capacity
431003023,9611163,Chikawa Maru,2011.0,JPN,1650.0,18.0,4.16,75.73,70.5,12.0,12.0,general cargo with container capacity
271051022,9289063,Nara,2004.0,TUR,23229.0,1740.0,10.9,175.0,165.0,27.4,27.4,fully cellular containership
416003895,9134335,Chen Chang,1996.0,TWN,1550.0,72.0,3.94,74.43,74.43,12.5,12.5,general cargo with container capacity
563167500,9292149,API Bhum,2004.0,SGP,67698.0,4992.0,13.5,294.08,283.0,32.2,32.2,fully cellular containership
,9292151,Tava 4,2004.0,COM,67680.0,4992.0,13.5,294.09,283.0,,32.2,fully cellular containership
414653000,9287895,Heng Hui 6,2004.0,CHN,68189.0,5060.0,12.0,294.06,283.0,32.2,32.2,fully cellular containership
636020899,9287900,MSC Maria Clara,2004.0,LBR,72832.0,5060.0,14.08,294.09,283.0,32.2,32.2,fully cellular containership
255797000,9287924,Msc Veracruz V,2005.0,PRT,68043.0,5050.0,13.5,294.07,283.0,32.2,32.2,fully cellular containership
255792000,9289960,Msc Manzanillo V,2005.0,PRT,68168.0,5060.0,13.5,294.08,283.0,32.2,32.2,fully cellular containership
255796000,9289972,MSC Tuxpan V,2005.0,PRT,68017.0,5060.0,13.5,294.05,283.0,32.2,32.2,fully cellular containership
310761000,9290816,Ontario Express,2005.0,BMU,52683.0,3705.0,12.53,267.7,255.1,,32.3,fully cellular containership
255805780,9290787,Panda 001,2005.0,PMD,71656.0,5527.0,14.0,275.8,263.0,40.0,40.0,fully cellular containership
255806255,9290799,ESL Oman,2005.0,PMD,71709.0,5527.0,14.02,275.8,263.8,40.0,40.0,fully cellular containership
255915647,9290945,ESL Shekou,2004.0,PMD,71666.0,5527.0,14.0,275.8,263.8,40.1,40.0,fully cellular containership
354712000,9290282,MSC Rachele,2005.0,PAN,101898.0,8238.0,16.36,334.04,319.0,42.8,42.8,fully cellular containership
352688000,9290402,MSC Felixstowe,2005.0,PAN,71011.0,4839.0,13.65,294.13,283.2,32.3,32.3,fully cellular containership
538010806,9290414,OOCL St. Lawrence,2005.0,MHL,67255.0,4839.0,13.65,294.51,283.2,,32.2,fully cellular containership
352001168,9290426,MSC Santa Maria,2005.0,PAN,67273.0,5047.0,13.65,294.13,283.2,32.2,32.2,fully cellular containership
636092778,9290440,Bellavia,2005.0,LBR,66478.0,5116.0,13.55,294.13,283.2,32.25,32.2,fully cellular containership
636024588,9290452,MSC Shina V,2005.0,LBR,66501.0,5116.0,13.55,294.09,283.2,32.25,32.2,fully cellular containership
636093305,9290464,Norwalk,2005.0,LBR,93555.0,7471.0,14.5,299.89,286.0,42.8,42.8,fully cellular containership
636018018,9290476,Kowloon,2005.0,LBR,93546.0,7471.0,15.69,299.99,286.0,,42.8,fully cellular containership
636022795,9290488,MSC Niovi VIII,2005.0,LBR,93570.0,7471.0,14.5,300.07,286.0,42.8,42.8,fully cellular containership
218643000,9290567,Santa Loretta,2005.0,DEU,133086.0,9178.0,15.0,336.67,321.0,45.6,45.6,fully cellular containership
371228000,9290531,MSC Pamela,2005.0,PAN,132035.0,9178.0,16.7,336.64,321.0,45.65,45.6,fully cellular containership
371466000,9290543,MSC Susanna,2005.0,PAN,110623.0,9178.0,16.7,336.65,321.0,45.6,45.6,fully cellular containership
218650000,9290555,Santa Linea,2005.0,DEU,133078.0,9178.0,15.0,336.7,321.0,45.6,45.6,fully cellular containership
305479000,9290672,Karmel,2004.0,ATG,4516.0,216.0,5.26,89.98,84.98,15.2,15.2,general cargo with container capacity
304677000,9290684,Alessandra Lehmann,2004.0,ATG,4508.0,216.0,5.25,89.98,84.98,15.2,15.2,general cargo with container capacity
414350000,9290529,Fan Ya Shang Hai,2004.0,CHN,67022.0,5000.0,13.65,294.14,283.2,32.2,32.2,fully cellular containership
,,Virginia,2000.0,ARG,2500.0,,3.2,,67.0,16.0,,fully cellular containership
422039200,9283021,Artenos,2004.0,IRN,33805.0,2478.0,11.42,207.29,194.4,29.8,29.8,fully cellular containership
422026900,9283033,Golbon,2004.0,IRN,37894.0,2478.0,11.42,221.6,210.95,29.8,29.8,fully cellular containership
374168000,8617328,Boomerang,1987.0,PAN,106.0,,3.0,40.0,36.2,10.42,10.0,roll on roll off with container capacity
258812000,9318955,Grinna,2005.0,NIS,7136.0,315.0,5.7,115.5,111.63,16.5,16.5,general cargo with container capacity
255806139,9341108,Danita,2005.0,PMD,7018.0,315.0,6.04,115.5,111.63,16.5,16.5,general cargo with container capacity
311691000,9291339,Reflection,2004.0,BHS,11324.0,900.0,8.02,139.72,130.0,23.0,23.0,fully cellular containership
255805969,9308584,MSC Nina F.,2005.0,PRT,11798.0,957.0,8.0,139.1,129.0,22.6,22.6,fully cellular containership
352004886,9308596,Medkon Ana,2005.0,PAN,11789.0,966.0,8.8,139.1,130.49,,22.6,fully cellular containership
255805965,9308601,MSC Talia F.,2005.0,PMD,11815.0,957.0,8.8,139.1,129.0,22.6,22.6,fully cellular containership
352005784,9308613,Medkon Fun,2006.0,PAN,11836.0,970.0,8.8,139.1,129.0,22.6,22.6,fully cellular containership
255805968,9308625,MSC Luna F.,2006.0,PMD,11827.0,957.0,11.8,139.1,129.0,23.0,22.6,fully cellular containership
563000400,9289922,Maersk Sana,2004.0,SGP,102861.0,8450.0,14.47,335.48,319.9,42.8,42.8,fully cellular containership
563000900,9289934,Maersk Santana,2005.0,SGP,102861.0,8450.0,14.47,335.0,319.9,42.8,42.8,fully cellular containership
563000800,9289946,Maersk Sarnia,2005.0,SGP,102861.0,8450.0,14.47,335.36,319.9,42.8,42.8,fully cellular containership
